ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,LONGITUD,LATITUD,ALTITUD,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,P_0A4,P_0A4_F,P_0A4_M,P_5A9,P_5A9_F,P_5A9_M,P_10A14,P_10A14_F,P_10A14_M,P_15A19,P_15A19_F,P_15A19_M,P_20A24,P_20A24_F,P_20A24_M,P_25A29,P_25A29_F,P_25A29_M,P_30A34,P_30A34_F,P_30A34_M,P_35A39,P_35A39_F,P_35A39_M,P_40A44,P_40A44_F,P_40A44_M,P_45A49,P_45A49_F,P_45A49_M,P_50A54,P_50A54_F,P_50A54_M,P_55A59,P_55A59_F,P_55A59_M,P_60A64,P_60A64_F,P_60A64_M,P_65A69,P_65A69_F,P_65A69_M,P_70A74,P_70A74_F,P_70A74_M,P_75A79,P_75A79_F,P_75A79_M,P_80A84,P_80A84_F,P_80A84_M,P_85YMAS,P_85YMAS_F,P_85YMAS_M,PROM_HNV,PNACENT,PNACENT_F,PNACENT_M,PNACOE,PNACOE_F,PNACOE_M,PRES2015,PRES2015_F,PRES2015_M,PRESOE15,PRESOE15_F,PRESOE15_M,P3YM_HLI,P3YM_HLI_F,P3YM_HLI_M,P3HLINHE,P3HLINHE_F,P3HLINHE_M,P3HLI_HE,P3HLI_HE_F,P3HLI_HE_M,P5_HLI,P5_HLI_NHE,P5_HLI_HE,PHOG_IND,POB_AFRO,POB_AFRO_F,POB_AFRO_M,PCON_DISC,PCDISC_MOT,PCDISC_VIS,PCDISC_LENG,PCDISC_AUD,PCDISC_MOT2,PCDISC_MEN,PCON_LIMI,PCLIM_CSB,PCLIM_VIS,PCLIM_HACO,PCLIM_OAUD,PCLIM_MOT2,PCLIM_RE_CO,PCLIM_PMEN,PSIND_LIM,P3A5_NOA,P3A5_NOA_F,P3A5_NOA_M,P6A11_NOA,P6A11_NOAF,P6A11_NOAM,P12A14NOA,P12A14NOAF,P12A14NOAM,P15A17A,P15A17A_F,P15A17A_M,P18A24A,P18A24A_F,P18A24A_M,P8A14AN,P8A14AN_F,P8A14AN_M,P15YM_AN,P15YM_AN_F,P15YM_AN_M,P15YM_SE,P15YM_SE_F,P15YM_SE_M,P15PRI_IN,P15PRI_INF,P15PRI_INM,P15PRI_CO,P15PRI_COF,P15PRI_COM,P15SEC_IN,P15SEC_INF,P15SEC_INM,P15SEC_CO,P15SEC_COF,P15SEC_COM,P18YM_PB,P18YM_PB_F,P18YM_PB_M,GRAPROES,GRAPROES_F,GRAPROES_M,PEA,PEA_F,PEA_M,PE_INAC,PE_INAC_F,PE_INAC_M,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PDESOCUP_F,PDESOCUP_M,PSINDER,PDER_SS,PDER_IMSS,PDER_ISTE,PDER_ISTEE,PAFIL_PDOM,PDER_SEGP,PDER_IMSSB,PAFIL_IPRIV,PAFIL_OTRAI,P12YM_SOLT,P12YM_CASA,P12YM_SEPA,PCATOLICA,PRO_CRIEVA,POTRAS_REL,PSIN_RELIG,TOTHOG,HOGJEF_F,HOGJEF_M,POBHOG,PHOGJEF_F,PHOGJEF_M,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,VIVPARH_CV,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,OCUPVIVPAR,PROM_OCUP,PRO_OCUP_C,VPH_PISODT,VPH_PISOTI,VPH_1DOR,VPH_2YMASD,VPH_1CUART,VPH_2CUART,VPH_3YMASC,VPH_C_ELEC,VPH_S_ELEC,VPH_AGUADV,VPH_AEASP,VPH_AGUAFV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_LETR,VPH_DRENAJ,VPH_NODREN,VPH_C_SERV,VPH_NDEAED,VPH_DSADMA,VPH_NDACMM,VPH_SNBIEN,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_MOTO,VPH_BICI,VPH_RADIO,VPH_TV,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC,TAMLOC
9,Ciudad de México,4,Cuajimalpa de Morelos,20,San Lorenzo Acopilco," 99°19'32.454"" W","19°19'51.617"" N",2936,26042,13416,12626,1069,537,532,24969,12878,12091,24125,12473,11652,21077,10935,10142,19843,10308,9535,18586,9684,8902,1306,640,666,2586,1303,1283,2980,1515,1465,1234,627,607,1257,624,633,3137,1557,1580,7238,2658,1457,1201,94.11,6195,18194,1649,1913,942,971,2187,1098,1089,2095,1067,1028,2117,1025,1092,2277,1156,1121,2201,1112,1089,2165,1096,1069,1952,984,968,1794,975,819,1677,890,787,1656,907,749,1346,706,640,1009,542,467,658,344,314,453,254,199,248,135,113,155,97,58,135,85,50,1.83,22420,11442,10978,3528,1922,1606,23505,12150,11355,559,292,267,240,118,122,0,0,0,224,110,114,238,0,224,692,422,190,232,1029,461,474,124,243,173,170,2511,736,1608,131,516,120,430,298,22311,435,194,241,194,92,102,101,49,52,894,458,436,1025,522,503,54,28,26,389,259,130,624,388,236,996,587,409,2428,1326,1102,684,286,398,5633,2881,2752,8820,4486,4334,9.96,9.84,10.09,13456,5726,7730,7555,5179,2376,13146,5640,7506,310,86,224,7236,18755,11020,2286,80,164,4927,40,397,227,7144,11428,2470,21985,1227,86,2676,6627,1977,4650,26042,7001,19041,7357,6627,6996,6266,6625,6627,592,138,26042,3.93,0.99,6513,107,2060,4563,453,1053,5117,6619,6,6554,4711,71,6239,1966,6564,45,6601,16,6530,0,6574,3880,18,5718,5286,3946,2609,358,387,5214,6325,3027,3903,6040,4188,2245,1390,949,170,315,2092,44,8
9,Ciudad de México,4,Cuajimalpa de Morelos,50,La Venta," 99°18'36.766"" W","19°20'03.752"" N",2862,486,270,216,15,5,10,471,265,206,455,255,200,401,227,174,377,212,165,354,199,155,25,15,10,45,23,22,54,30,24,24,15,9,23,13,10,58,31,27,142,63,35,28,80,109,341,36,31,15,16,40,22,18,38,21,17,40,19,21,41,25,16,46,21,25,41,24,17,26,14,12,30,17,13,34,22,12,32,19,13,24,16,8,27,15,12,12,3,9,7,4,3,9,8,1,7,4,3,1,1,0,2.1,428,233,195,55,34,21,437,244,193,15,8,7,3,3,0,0,0,0,3,3,0,3,0,3,6,0,0,0,7,2,4,2,1,2,2,35,19,17,2,9,1,6,7,437,4,2,2,2,0,2,0,0,0,15,10,5,23,13,10,0,0,0,13,8,5,19,13,6,25,13,12,42,25,17,12,9,3,101,47,54,161,92,69,9.67,9.67,9.67,279,144,135,119,80,39,277,144,133,2,0,2,152,331,146,72,1,2,92,1,3,16,134,207,57,421,47,0,14,124,53,71,486,204,282,128,124,117,113,124,124,2,2,486,3.92,01.01,122,2,40,84,13,17,94,124,0,124,121,0,105,11,123,0,124,0,124,0,123,71,1,113,99,77,53,8,6,99,122,52,78,116,84,36,32,9,1,3,38,1,2
9,Ciudad de México,4,Cuajimalpa de Morelos,54,Puerto las Cruces (Monte las Cruces)," 99°20'51.436"" W","19°17'41.500"" N",3200,1233,648,585,65,35,30,1165,612,553,1128,594,534,973,505,468,914,475,439,857,447,410,61,33,28,131,74,57,146,78,68,59,30,29,57,28,29,150,83,67,368,94,48,46,90.28,316,868,46,102,53,49,113,69,44,101,50,51,103,54,49,104,57,47,112,58,54,122,58,64,100,58,42,84,42,42,72,41,31,75,40,35,48,19,29,48,24,24,24,12,12,11,4,7,7,5,2,2,2,0,2,1,1,1.86,1032,532,500,187,108,79,1079,563,516,28,17,11,64,37,27,2,0,2,58,34,24,60,2,54,111,25,11,14,35,15,5,13,7,12,9,90,22,50,5,33,2,9,14,1083,30,16,14,31,15,16,15,3,12,28,14,14,37,18,19,2,2,0,25,14,11,40,23,17,43,24,19,129,66,63,28,13,15,298,150,148,325,171,154,9.53,9.51,9.55,697,313,384,257,183,74,685,311,374,12,2,10,397,815,474,90,3,0,228,20,8,4,281,585,98,997,87,0,128,323,90,233,1233,365,868,367,323,238,194,323,323,38,6,1233,3.82,01.08,290,26,108,209,28,69,220,317,0,312,148,5,290,42,301,14,309,4,304,0,302,204,0,250,210,129,103,24,24,248,288,110,98,259,125,84,51,45,15,41,159,3,4
9,Ciudad de México,4,Cuajimalpa de Morelos,55,Teopazulco," 99°19'23.215"" W","19°20'45.333"" N",2940,80,40,40,1,0,1,79,40,39,77,39,38,65,32,33,60,28,32,59,27,32,5,3,2,9,5,4,10,7,3,5,4,1,1,1,0,9,2,7,19,9,4,5,100,20,53,7,3,1,2,10,5,5,7,6,1,4,2,2,6,1,5,8,2,6,9,6,3,6,1,5,5,3,2,5,4,1,6,5,1,2,0,2,2,0,2,4,2,2,2,2,0,1,0,1,0,0,0,0,0,0,2.34,71,35,36,9,5,4,77,39,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,7,2,4,0,2,0,1,0,72,1,1,0,0,0,0,0,0,0,1,1,0,3,1,2,0,0,0,2,1,1,2,2,0,5,3,2,8,2,6,1,0,1,23,15,8,21,6,15,09.02,8.18,9.75,40,14,26,25,18,7,40,14,26,0,0,0,21,59,30,1,0,0,27,1,0,0,27,30,8,57,2,0,21,23,7,16,80,26,54,29,23,29,23,23,23,6,0,80,3.48,1.18,20,3,12,11,3,7,13,23,0,23,7,0,21,10,12,11,23,0,23,0,23,20,0,8,10,4,3,0,4,22,21,4,3,21,4,2,1,2,0,2,18,0,1
9,Ciudad de México,4,Cuajimalpa de Morelos,56,Valle de las Monjas," 99°17'35.672"" W","19°20'18.829"" N",2663,108,47,61,4,2,2,104,45,59,99,43,56,84,38,46,80,36,44,76,36,40,6,2,4,14,5,9,15,5,10,4,2,2,4,0,4,16,8,8,27,5,3,2,129.79,28,77,3,9,4,5,8,4,4,11,3,8,5,1,4,15,7,8,12,6,6,7,5,2,11,2,9,4,1,3,7,5,2,7,5,2,7,1,6,2,2,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1.63,100,42,58,6,4,2,99,43,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,107,5,2,3,2,1,1,1,0,1,2,0,2,1,1,0,0,0,0,1,0,1,1,0,1,7,2,5,15,6,9,2,1,1,28,13,15,27,14,13,9.24,9.97,8.64,57,20,37,27,18,9,57,20,37,0,0,0,22,86,45,0,0,0,11,25,5,0,23,45,16,94,0,0,14,32,5,27,108,26,82,34,32,34,32,31,32,2,0,108,3.38,1.2,25,6,18,13,10,6,15,31,0,29,28,2,22,2,31,0,31,0,29,0,31,19,0,19,11,14,10,3,4,27,25,6,6,28,8,4,3,2,0,3,23,0,1
9,Ciudad de México,4,Cuajimalpa de Morelos,57,Prolongación Constitución," 99°19'36.019"" W","19°21'09.542"" N",2715,131,65,66,8,3,5,123,62,61,120,62,58,107,55,52,104,53,51,95,47,48,4,1,3,12,6,6,9,5,4,3,2,1,9,6,3,24,10,14,39,5,4,1,101.54,27,100,4,11,3,8,10,6,4,6,3,3,18,8,10,15,8,7,7,2,5,13,7,6,11,6,5,11,6,5,4,2,2,9,6,3,11,4,7,1,1,0,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1.62,115,55,60,16,10,6,120,62,58,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,7,0,0,0,3,3,1,0,0,1,1,5,2,4,1,0,2,1,2,123,2,0,2,1,0,1,0,0,0,7,5,2,6,1,5,0,0,0,2,1,1,3,1,2,3,1,2,10,7,3,4,2,2,27,12,15,49,25,24,10.26,10.48,10.04,70,27,43,37,28,9,70,27,43,0,0,0,49,82,66,2,0,0,15,0,0,0,39,57,11,103,3,0,25,32,8,24,131,29,102,37,32,37,32,32,32,1,4,131,04.09,1.39,32,0,13,19,6,7,19,32,0,32,31,0,27,2,31,0,32,0,32,0,31,23,0,24,21,16,8,1,1,27,29,11,18,30,15,13,0,4,1,0,14,0,1
9,Ciudad de México,4,Cuajimalpa de Morelos,58,Paraje Río Borracho," 99°19'41.652"" W","19°20'57.976"" N",2692,80,44,36,3,2,1,77,42,35,76,42,34,66,36,30,59,32,27,56,29,27,1,0,1,10,6,4,15,8,7,7,4,3,3,3,0,14,5,9,22,3,2,1,81.82,21,57,2,4,2,2,4,2,2,13,8,5,8,6,2,9,2,7,6,3,3,3,1,2,3,3,0,9,5,4,6,2,4,6,5,1,6,3,3,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,72,39,33,8,5,3,76,42,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,79,1,0,1,2,2,0,3,2,1,1,1,0,2,1,1,4,3,1,2,2,0,2,2,0,1,0,1,15,8,7,2,2,0,14,9,5,25,11,14,9.36,8.97,9.81,46,21,25,20,15,5,46,21,25,0,0,0,37,43,23,2,0,0,18,0,0,0,30,34,2,67,9,0,4,21,8,13,80,30,50,28,21,28,21,21,21,5,2,80,3.81,0.99,21,0,3,18,0,2,19,21,0,21,21,0,19,9,21,0,21,0,21,0,21,13,0,20,15,12,8,1,0,10,20,7,10,21,9,3,1,3,1,0,9,0,1
9,Ciudad de México,4,Cuajimalpa de Morelos,59,El Zarco," 99°21'15.809"" W","19°17'35.718"" N",3141,24,12,12,3,1,2,21,11,10,20,11,9,20,11,9,20,11,9,20,11,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,8,4,1,3,100,4,18,2,4,1,3,0,0,0,0,0,0,1,1,0,5,3,2,4,2,2,0,0,0,0,0,0,1,1,0,1,1,0,3,1,2,1,1,0,2,0,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1.73,22,10,12,2,2,0,20,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,0,0,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,2,1,0,0,0,3,2,1,11,6,5,9.9,9.91,9.89,17,9,8,0,0,0,17,9,8,0,0,0,12,12,5,3,0,0,4,0,0,0,2,15,3,5,18,0,1,9,3,6,24,7,17,9,9,9,9,9,9,0,0,24,2.67,0.75,9,0,3,6,0,3,6,9,0,9,6,0,9,0,9,0,9,0,9,0,9,6,0,9,8,6,3,1,1,8,8,5,3,8,8,5,5,0,0,1,1,0,1
9,Ciudad de México,4,Cuajimalpa de Morelos,60,La Bolsa (El Encinal)," 99°18'06.266"" W","19°20'20.408"" N",2783,9,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1
9,Ciudad de México,4,Cuajimalpa de Morelos,62,Los Campesinos [Rancho]," 99°20'40.786"" W","19°18'18.001"" N",3056,29,14,15,3,1,2,26,13,13,24,11,13,24,11,13,24,11,13,22,9,13,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,4,1,3,9,2,1,1,107.14,5,22,2,5,3,2,0,0,0,0,0,0,4,2,2,2,1,1,3,2,1,3,0,3,2,2,0,1,0,1,4,2,2,2,0,2,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,22,11,11,7,3,4,23,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1,1,1,0,0,0,0,24,1,1,0,0,0,0,0,0,0,1,1,0,3,1,2,0,0,0,2,1,1,2,1,1,0,0,0,5,2,3,0,0,0,10,6,4,6,1,5,8.65,7.8,9.31,13,5,8,10,5,5,13,5,8,0,0,0,11,18,6,3,0,0,4,0,5,0,6,16,1,4,12,0,13,5,1,4,29,7,22,5,5,4,4,5,5,0,0,29,5.8,1.45,5,0,2,3,1,0,4,5,0,5,2,0,3,3,5,0,4,0,4,0,4,2,0,5,5,3,3,0,0,2,4,2,3,5,4,2,0,0,1,0,0,0,1
9,Ciudad de México,4,Cuajimalpa de Morelos,63,Santa Rosa," 99°17'42.290"" W","19°19'23.959"" N",2859,818,414,404,29,19,10,789,395,394,757,373,384,636,308,328,582,280,302,527,252,275,49,33,16,104,54,50,126,63,63,54,28,26,55,28,27,98,42,56,229,43,18,25,97.58,236,562,20,61,41,20,87,48,39,88,45,43,89,42,47,64,28,36,62,30,32,66,31,35,64,40,24,57,24,33,61,34,27,46,18,28,30,15,15,23,12,11,10,2,8,7,2,5,1,1,0,1,0,1,1,1,0,1.73,643,325,318,174,88,86,754,371,383,3,2,1,3,2,1,0,0,0,3,2,1,3,0,3,10,1,0,1,11,5,3,3,3,2,1,29,8,20,5,7,4,6,9,771,25,18,7,6,6,0,10,6,4,32,16,16,22,7,15,4,3,1,21,13,8,27,17,10,70,39,31,120,52,68,28,11,17,189,92,97,121,57,64,08.03,7.85,8.2,378,123,255,257,185,72,377,123,254,1,0,1,406,412,188,33,1,0,169,21,0,1,263,334,39,602,37,6,173,204,60,144,818,256,562,231,204,231,204,204,204,20,7,818,04.01,1.36,168,36,103,101,42,51,111,202,2,182,149,22,177,37,192,10,202,2,180,0,200,161,2,130,114,51,38,9,11,155,192,31,73,179,89,12,8,10,9,20,110,2,3
9,Ciudad de México,4,Cuajimalpa de Morelos,64,Paraje Cerro de los Padres," 99°19'01.120"" W","19°21'51.054"" N",2843,12,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1
9,Ciudad de México,4,Cuajimalpa de Morelos,66,Santa Laura [Rancho]," 99°19'10.138"" W","19°20'36.786"" N",2725,38,13,25,0,0,0,38,13,25,38,13,25,37,13,24,37,13,24,36,12,24,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,5,2,3,6,2,2,0,192.31,1,36,1,0,0,0,0,0,0,1,0,1,2,1,1,4,2,2,5,0,5,2,0,2,1,0,1,1,0,1,5,3,2,8,4,4,7,1,6,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.31,34,12,22,2,1,1,37,13,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,35,11,24,15.32,15.08,15.46,31,10,21,6,3,3,31,10,21,0,0,0,5,33,10,0,0,2,0,0,20,1,14,20,3,17,1,0,20,14,2,12,38,4,34,15,14,15,14,14,14,1,0,38,2.71,0.45,14,0,4,10,0,1,13,14,0,14,12,0,14,10,14,0,14,0,14,0,14,1,0,14,13,13,13,7,12,13,14,14,14,13,14,13,14,11,0,0,0,0,1
9,Ciudad de México,4,Cuajimalpa de Morelos,67,La Papa [Escuela Niños Héroes]," 99°18'46.174"" W","19°20'42.793"" N",2854,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1
9,Ciudad de México,4,Cuajimalpa de Morelos,70,Punta Galicia," 99°18'12.141"" W","19°22'29.628"" N",2536,438,207,231,17,13,4,421,194,227,404,188,216,355,162,193,339,154,185,313,142,171,28,15,13,38,17,21,44,19,25,16,8,8,26,12,14,68,26,42,124,20,10,10,111.59,99,329,10,34,19,15,35,21,14,30,13,17,44,17,27,50,21,29,56,25,31,24,12,12,30,13,17,35,20,15,38,16,22,26,10,16,16,10,6,10,4,6,4,3,1,2,2,0,4,1,3,0,0,0,0,0,0,1.71,322,160,162,114,46,68,354,170,184,48,17,31,9,5,4,0,0,0,9,5,4,9,0,9,18,1,1,0,20,11,8,3,4,1,6,34,6,20,3,7,2,4,3,382,7,3,4,2,2,0,0,0,0,17,11,6,21,6,15,0,0,0,10,6,4,6,4,2,21,14,7,37,14,23,13,7,6,100,44,56,155,69,86,9.95,9.68,10.17,262,101,161,92,60,32,258,101,157,4,0,4,161,277,159,26,0,0,6,72,8,6,133,195,27,320,45,0,73,119,22,97,438,76,362,134,119,130,115,119,119,12,3,438,3.68,01.08,119,0,46,73,15,32,72,119,0,119,2,0,114,51,119,0,119,0,119,0,119,66,1,96,82,71,49,14,4,100,113,47,38,116,54,55,19,24,2,3,56,1,2
9,Ciudad de México,4,Cuajimalpa de Morelos,71,Cola de Pato," 99°20'23.850"" W","19°18'13.824"" N",3128,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1
9,Ciudad de México,4,Cuajimalpa de Morelos,73,Los Aguacates," 99°18'38.635"" W","19°22'11.647"" N",2725,514,261,253,36,20,16,478,241,237,461,231,230,388,188,200,360,172,188,328,155,173,33,21,12,57,32,25,71,37,34,28,16,12,32,17,15,83,40,43,146,24,12,12,96.93,154,343,17,53,30,23,52,35,17,49,24,25,58,28,30,57,29,28,37,13,24,28,16,12,37,22,15,43,23,20,40,15,25,21,6,15,15,8,7,7,3,4,9,5,4,5,3,2,2,1,1,0,0,0,1,0,1,1.78,234,114,120,278,147,131,283,137,146,174,92,82,19,11,8,0,0,0,19,11,8,19,0,19,44,0,0,0,32,17,17,5,2,5,8,42,6,34,2,4,0,7,4,439,7,1,6,2,0,2,1,0,1,21,13,8,28,12,16,2,0,2,13,12,1,12,8,4,30,21,9,69,34,35,28,17,11,101,38,63,110,49,61,8.55,08.08,8.99,266,100,166,122,88,34,265,100,165,1,0,1,228,286,160,8,0,0,1,113,3,1,143,220,25,413,33,0,68,129,26,103,514,105,409,170,129,90,49,129,129,38,3,514,3.98,1.27,129,0,66,63,19,34,76,128,1,72,10,57,128,39,124,4,129,0,72,0,128,87,1,91,78,49,40,9,1,99,125,33,22,117,38,28,10,15,1,12,85,1,3
9,Ciudad de México,4,Cuajimalpa de Morelos,74,Punta Ahuatenco," 99°18'20.883"" W","19°22'04.908"" N",2556,173,74,99,12,6,6,161,68,93,157,67,90,137,58,79,124,55,69,105,45,60,8,2,6,16,8,8,26,9,17,13,3,10,19,10,9,22,8,14,43,13,5,8,133.78,49,119,5,16,7,9,13,7,6,20,5,15,29,13,16,12,5,7,9,2,7,10,8,2,13,3,10,11,6,5,13,6,7,8,5,3,6,2,4,8,2,6,2,1,1,0,0,0,0,0,0,1,1,0,2,1,1,2.26,110,43,67,63,31,32,142,63,79,15,4,11,4,2,2,0,0,0,4,2,2,4,0,4,9,0,0,0,9,4,2,0,2,1,3,22,9,9,0,3,0,4,0,142,1,1,0,2,0,2,2,0,2,14,7,7,6,4,2,2,0,2,7,3,4,5,3,2,12,5,7,21,13,8,5,0,5,34,14,20,41,15,26,8.73,8.53,8.88,82,24,58,55,34,21,82,24,58,0,0,0,78,95,35,10,0,0,1,48,1,0,64,60,13,138,8,0,27,43,9,34,173,33,140,48,43,48,43,43,43,5,0,173,04.02,1.32,43,0,20,23,8,9,26,43,0,43,22,0,42,4,42,1,43,0,43,0,43,25,0,25,30,7,18,3,2,27,43,13,18,38,20,10,9,8,0,5,23,0,1
