ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,LONGITUD,LATITUD,ALTITUD,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,P_0A4,P_0A4_F,P_0A4_M,P_5A9,P_5A9_F,P_5A9_M,P_10A14,P_10A14_F,P_10A14_M,P_15A19,P_15A19_F,P_15A19_M,P_20A24,P_20A24_F,P_20A24_M,P_25A29,P_25A29_F,P_25A29_M,P_30A34,P_30A34_F,P_30A34_M,P_35A39,P_35A39_F,P_35A39_M,P_40A44,P_40A44_F,P_40A44_M,P_45A49,P_45A49_F,P_45A49_M,P_50A54,P_50A54_F,P_50A54_M,P_55A59,P_55A59_F,P_55A59_M,P_60A64,P_60A64_F,P_60A64_M,P_65A69,P_65A69_F,P_65A69_M,P_70A74,P_70A74_F,P_70A74_M,P_75A79,P_75A79_F,P_75A79_M,P_80A84,P_80A84_F,P_80A84_M,P_85YMAS,P_85YMAS_F,P_85YMAS_M,PROM_HNV,PNACENT,PNACENT_F,PNACENT_M,PNACOE,PNACOE_F,PNACOE_M,PRES2015,PRES2015_F,PRES2015_M,PRESOE15,PRESOE15_F,PRESOE15_M,P3YM_HLI,P3YM_HLI_F,P3YM_HLI_M,P3HLINHE,P3HLINHE_F,P3HLINHE_M,P3HLI_HE,P3HLI_HE_F,P3HLI_HE_M,P5_HLI,P5_HLI_NHE,P5_HLI_HE,PHOG_IND,POB_AFRO,POB_AFRO_F,POB_AFRO_M,PCON_DISC,PCDISC_MOT,PCDISC_VIS,PCDISC_LENG,PCDISC_AUD,PCDISC_MOT2,PCDISC_MEN,PCON_LIMI,PCLIM_CSB,PCLIM_VIS,PCLIM_HACO,PCLIM_OAUD,PCLIM_MOT2,PCLIM_RE_CO,PCLIM_PMEN,PSIND_LIM,P3A5_NOA,P3A5_NOA_F,P3A5_NOA_M,P6A11_NOA,P6A11_NOAF,P6A11_NOAM,P12A14NOA,P12A14NOAF,P12A14NOAM,P15A17A,P15A17A_F,P15A17A_M,P18A24A,P18A24A_F,P18A24A_M,P8A14AN,P8A14AN_F,P8A14AN_M,P15YM_AN,P15YM_AN_F,P15YM_AN_M,P15YM_SE,P15YM_SE_F,P15YM_SE_M,P15PRI_IN,P15PRI_INF,P15PRI_INM,P15PRI_CO,P15PRI_COF,P15PRI_COM,P15SEC_IN,P15SEC_INF,P15SEC_INM,P15SEC_CO,P15SEC_COF,P15SEC_COM,P18YM_PB,P18YM_PB_F,P18YM_PB_M,GRAPROES,GRAPROES_F,GRAPROES_M,PEA,PEA_F,PEA_M,PE_INAC,PE_INAC_F,PE_INAC_M,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PDESOCUP_F,PDESOCUP_M,PSINDER,PDER_SS,PDER_IMSS,PDER_ISTE,PDER_ISTEE,PAFIL_PDOM,PDER_SEGP,PDER_IMSSB,PAFIL_IPRIV,PAFIL_OTRAI,P12YM_SOLT,P12YM_CASA,P12YM_SEPA,PCATOLICA,PRO_CRIEVA,POTRAS_REL,PSIN_RELIG,TOTHOG,HOGJEF_F,HOGJEF_M,POBHOG,PHOGJEF_F,PHOGJEF_M,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,VIVPARH_CV,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,OCUPVIVPAR,PROM_OCUP,PRO_OCUP_C,VPH_PISODT,VPH_PISOTI,VPH_1DOR,VPH_2YMASD,VPH_1CUART,VPH_2CUART,VPH_3YMASC,VPH_C_ELEC,VPH_S_ELEC,VPH_AGUADV,VPH_AEASP,VPH_AGUAFV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_LETR,VPH_DRENAJ,VPH_NODREN,VPH_C_SERV,VPH_NDEAED,VPH_DSADMA,VPH_NDACMM,VPH_SNBIEN,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_MOTO,VPH_BICI,VPH_RADIO,VPH_TV,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC,TAMLOC
9,Ciudad de México,10,Álvaro Obregón,1,Álvaro Obregón," 99°11'43.488"" W","19°23'26.902"" N",2309,759003,398068,360935,21203,10568,10635,736977,387088,349889,719711,378587,341124,652978,345702,307276,622166,330370,291796,590166,314559,275607,26301,12978,13323,57698,28408,29290,69943,34571,35372,30812,15332,15480,32000,15811,16189,82760,41489,41271,208295,122312,69599,52713,90.67,136014,538357,83809,38469,19069,19400,46694,23086,23608,50851,25131,25720,54833,27236,27597,59927,30064,29863,60693,31156,29537,59476,30882,28594,57164,29839,27325,55137,29196,25941,55965,29922,26043,52715,28590,24125,43944,23886,20058,38503,21281,17222,29503,16316,13187,21796,12283,9513,14181,8216,5965,9657,5849,3808,8672,5654,3018,1.66,624904,321685,303219,123666,70903,52763,694390,365015,329375,20296,11114,9182,8490,4969,3521,74,57,17,8320,4870,3450,8454,74,8286,18438,16042,8249,7793,38169,19164,15938,4924,9154,6651,6970,87379,28522,55708,4785,19764,4455,17216,11355,625724,7303,3532,3771,2994,1453,1541,2174,1010,1164,25544,12925,12619,36369,18335,18034,1005,445,560,9748,6733,3015,14608,9525,5083,25294,15482,9812,60047,34582,25465,16975,7350,9625,129851,66314,63537,355474,185876,169598,11.29,11.11,11.49,422781,194214,228567,228008,150442,77566,413359,190835,222524,9422,3379,6043,187306,569355,352399,72354,592,8180,93703,1609,55644,5493,245461,312848,93457,607890,41831,2765,103413,219322,85164,134158,756983,274861,482122,236094,219413,217218,200537,219044,219322,12795,3886,756983,3.45,0.81,217532,1139,65949,152763,10825,27839,180041,218673,73,218322,215898,407,178158,69658,218323,91,218455,213,218050,3,218222,104195,434,206813,187819,157132,109280,16981,20334,176366,211947,134942,154621,203123,169123,120730,83059,49377,3119,5735,41644,754,13
9,Ciudad de México,10,Álvaro Obregón,7,Rancho Barbechos," 99°19'01.794"" W","19°15'28.216"" N",3456,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1
9,Ciudad de México,10,Álvaro Obregón,213,Ojo de Agua," 99°16'28.697"" W","19°18'06.915"" N",2865,63,30,33,4,2,2,59,28,31,57,28,29,47,26,21,39,22,17,34,19,15,2,0,2,10,2,8,18,6,12,8,4,4,5,3,2,7,5,2,19,3,1,2,110,24,37,2,6,2,4,4,1,3,14,5,9,8,6,2,4,2,2,4,1,3,7,5,2,5,2,3,1,1,0,3,2,1,1,1,0,3,1,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,2.31,58,27,31,5,3,2,55,27,28,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,1,1,7,3,1,3,1,0,3,0,54,1,0,1,2,1,1,2,1,1,2,0,2,1,1,0,2,1,1,4,3,1,9,5,4,4,2,2,10,4,6,2,1,1,12,10,2,2,0,2,5.67,5.77,5.53,31,16,15,16,10,6,30,16,14,1,0,1,11,52,18,0,0,0,35,0,0,0,22,21,4,60,1,2,0,12,2,10,63,13,50,12,12,12,12,12,12,0,0,63,5.25,2.42,2,10,7,5,4,5,3,12,0,12,9,0,11,4,12,0,12,0,12,0,12,10,1,9,8,8,2,0,1,6,10,4,7,10,8,2,3,1,1,2,4,1,1
9,Ciudad de México,10,Álvaro Obregón,214,Camino a la Bandera," 99°16'23.200"" W","19°19'17.889"" N",2820,12,5,7,0,0,0,12,5,7,12,5,7,11,5,6,10,5,5,9,4,5,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,4,1,1,0,140,2,10,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,3,0,3,1,1,0,0,0,0,2,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,8,2,6,4,3,1,12,5,7,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,2,1,1,1,0,1,1,0,1,1,0,1,3,2,1,7.2,7,7.4,11,5,6,0,0,0,11,5,6,0,0,0,7,5,1,0,0,0,4,0,0,0,3,8,0,9,0,0,3,4,1,3,12,5,7,5,4,5,4,4,4,0,1,12,3,1.5,2,2,3,1,1,2,1,4,0,0,0,4,4,0,2,1,2,2,0,0,2,2,0,1,0,0,2,0,0,4,4,0,1,4,1,0,0,0,0,0,3,0,1
9,Ciudad de México,10,Álvaro Obregón,215,Tiximaloya," 99°16'35.556"" W","19°18'45.512"" N",2882,3,1,2,0,0,0,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,200,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,2,1,1,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,5.33,0,8,2,1,1,1,0,1,2,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,3,1,2,3,1,2,3,3,3,3,3,3,0,0,3,1,0.33,3,0,0,3,0,0,3,3,0,0,0,3,3,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,2,0,1,0,0,0,1,3,0,1
9,Ciudad de México,10,Álvaro Obregón,216,El Ermitaño (Paraje el Chipil)," 99°16'11.942"" W","19°18'03.913"" N",2773,47,24,23,6,4,2,41,20,21,38,20,18,37,20,17,35,19,16,31,16,15,3,0,3,1,0,1,3,1,2,2,1,1,4,3,1,9,7,2,17,1,0,1,95.83,12,34,1,9,4,5,1,0,1,2,1,1,5,3,2,8,7,1,6,2,4,2,0,2,2,0,2,3,3,0,3,2,1,3,1,2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1.7,45,23,22,2,1,1,38,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,0,5,1,2,0,1,0,2,1,40,2,0,2,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,1,1,1,1,0,4,1,3,4,1,3,6,3,3,10,6,4,9,6,3,8.29,8.95,7.5,29,13,16,8,7,1,28,12,16,1,1,0,6,41,11,7,0,0,23,0,0,0,11,23,3,46,1,0,0,9,1,8,47,4,43,10,9,10,9,9,9,1,0,47,5.22,1.74,9,0,3,6,3,1,5,9,0,9,4,0,6,0,9,0,9,0,9,0,9,5,0,5,6,6,3,3,0,8,9,2,2,9,2,0,1,1,0,0,7,0,1
9,Ciudad de México,10,Álvaro Obregón,217,Texcalatlaco," 99°16'28.155"" W","19°19'03.854"" N",2814,5,2,3,0,0,0,5,2,3,5,2,3,5,2,3,5,2,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,0,0,0,150,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,1,1,3,1,2,3,1,2,2,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,2,0,1,0,1,0,0,0,6,7.5,5,4,1,3,1,1,0,4,1,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,1,4,0,0,1,3,0,3,5,0,5,4,3,4,3,3,3,1,0,5,1.67,1,1,2,2,1,2,0,1,3,0,0,0,3,1,1,2,0,1,2,0,0,1,2,0,1,1,1,1,0,1,2,2,0,0,2,1,0,0,0,0,1,2,0,1
9,Ciudad de México,10,Álvaro Obregón,9998,Localidades de una vivienda,,,,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
9,Ciudad de México,11,Tláhuac,0,Total del Municipio,,,,392313,202123,190190,13208,6598,6610,378960,195452,183508,368453,190345,178108,326890,170071,156819,308117,160746,147371,288877,151415,137462,16140,7839,8301,35930,17542,18388,43053,21123,21930,18773,9325,9448,19240,9331,9909,46722,23017,23705,110169,46196,25335,20861,94.1,84051,278514,29603,23715,11705,12010,29097,14252,14845,31239,15347,15892,32389,15738,16651,33573,16610,16963,33430,16937,16493,30567,15855,14712,28805,15095,13710,27822,14731,13091,28300,15203,13097,26238,14075,12163,20797,11167,9630,16593,8928,7665,11511,6121,5390,7924,4344,3580,4627,2583,2044,3017,1766,1251,2524,1593,931,1.81,323754,164861,158893,67284,36620,30664,358880,185488,173392,8946,4614,4332,4862,2541,2321,44,24,20,4798,2510,2288,4838,43,4775,13184,7289,3663,3626,20931,9736,9446,2617,4404,3193,3465,46854,14840,30781,2491,9708,2140,9024,6004,321370,5077,2428,2649,1570,750,820,1142,522,620,15237,7589,7648,19284,9722,9562,691,308,383,5149,3455,1694,6689,4256,2433,13508,8129,5379,32152,18217,13935,9837,4502,5335,77704,39583,38121,158027,80668,77359,10.53,10.38,10.69,206502,88880,117622,119860,80922,38938,202179,87393,114786,4323,1487,2836,106993,285065,131981,50167,554,3693,93614,1119,4383,3162,116646,165051,45138,297513,33237,923,60125,106935,38489,68446,391967,131028,260939,118983,106964,117730,105711,106714,106935,9793,2226,391967,3.67,0.93,104766,1908,30713,75950,7080,14260,85324,106424,243,104372,100130,2291,89039,48693,105859,568,106400,262,104143,18,106097,60094,359,96869,82512,58660,41517,10871,38434,82506,101918,50871,64849,96419,71996,42449,22015,15852,2308,4283,29742,648,*
9,Ciudad de México,11,Tláhuac,1,Tláhuac," 99°00'17.446"" W","19°16'14.039"" N",2250,323771,167274,156497,10591,5293,5298,313059,161919,151140,304526,157785,146741,270827,141356,129471,255658,133827,121831,239991,126222,113769,13122,6341,6781,29110,14222,14888,34805,17097,17708,15169,7529,7640,15667,7605,8062,38435,18908,19527,91191,38878,21460,17418,93.56,67992,230764,24894,19124,9427,9697,23624,11543,12081,25244,12415,12829,26451,12841,13610,27651,13672,13979,27640,14032,13608,25312,13163,12149,23848,12511,11337,23011,12242,10769,23564,12730,10834,21882,11807,10075,17421,9369,8052,13984,7553,6431,9683,5176,4507,6739,3727,3012,3885,2184,1701,2518,1501,1017,2069,1319,750,1.79,268886,137154,131732,53787,29555,24232,296897,153919,142978,7096,3659,3437,3657,1919,1738,30,17,13,3610,1897,1713,3639,29,3593,9965,6627,3343,3284,17408,8059,7932,2140,3674,2604,2875,38761,12173,25652,2029,8072,1830,7439,5132,264870,4075,1936,2139,1313,623,690,923,412,511,12520,6232,6288,16226,8172,8054,533,243,290,3972,2709,1263,5301,3427,1874,10667,6462,4205,26172,15000,11172,7949,3651,4298,62502,31980,30522,134520,68767,65753,10.63,10.47,10.81,171585,74821,96764,98812,66309,32503,167943,73564,94379,3642,1257,2385,87228,236335,115843,41416,374,3090,71905,959,3691,2183,97838,135090,37849,243719,27724,837,51052,89429,32699,56730,323503,109837,213666,98856,89454,97703,88301,89287,89429,7656,1746,323503,3.62,0.92,88233,1022,24979,64265,5453,11658,72134,89165,82,88384,85800,860,74705,43833,88914,197,89097,146,88232,7,88932,50278,280,81844,69975,50744,34940,8725,31802,69003,85436,43984,55595,80902,61756,37380,19533,13957,1868,3412,23398,521,12
9,Ciudad de México,11,Tláhuac,11,San Andrés Mixquic," 98°57'53.800"" W","19°13'29.203"" N",2240,13910,7082,6828,517,251,266,13377,6824,6553,13008,6649,6359,11527,5914,5613,10837,5558,5279,10105,5189,4916,586,280,306,1264,630,634,1575,784,791,690,356,334,732,369,363,1661,816,845,3794,1719,933,786,96.41,3057,9678,1159,886,426,460,998,497,501,1173,594,579,1203,581,622,1190,604,586,1091,543,548,1078,570,508,1042,513,529,983,505,478,929,478,451,887,473,414,715,358,357,560,306,254,431,220,211,304,173,131,186,96,90,126,74,52,112,64,48,1.95,12413,6278,6135,1463,789,674,12784,6522,6262,220,126,94,50,19,31,0,0,0,50,19,31,50,0,50,159,113,58,55,730,366,283,89,165,121,90,1851,637,1142,99,430,72,332,195,11214,176,79,97,40,21,19,36,20,16,589,307,282,655,328,327,23,9,14,222,153,69,238,158,80,487,312,175,1147,636,511,349,161,188,3224,1591,1633,5031,2494,2537,10.31,10.11,10.52,7303,2933,4370,4217,2976,1241,7186,2885,4301,117,48,69,3083,10807,3014,2376,46,89,4996,13,145,244,3895,6166,1466,11803,1057,2,1031,3191,988,2203,13910,3974,9936,3525,3191,3525,3191,3188,3191,251,83,13910,4.36,01.01,3090,93,776,2407,142,356,2685,3180,3,3159,3091,24,2411,626,3133,42,3169,14,3145,0,3137,1853,9,2769,2203,1339,1063,471,1663,2452,3060,1243,1823,2718,1817,825,420,282,58,207,1220,18,7
9,Ciudad de México,11,Tláhuac,21,San Juan Ixtayopan," 98°59'44.148"" W","19°14'27.226"" N",2238,28027,14254,13773,987,502,485,27040,13752,13288,26248,13370,12878,23261,11916,11345,21872,11255,10617,20508,10610,9898,1182,593,589,2597,1243,1354,3149,1489,1660,1389,661,728,1364,645,719,3321,1643,1678,7688,3280,1737,1543,96.63,6155,19791,2081,1779,884,895,2074,1034,1040,2302,1081,1221,2311,1119,1192,2374,1169,1205,2480,1221,1259,2102,1048,1054,1996,1053,943,1896,995,901,1999,1083,916,1922,976,946,1512,854,658,1199,621,578,825,431,394,525,273,252,313,170,143,222,118,104,196,124,72,1.91,22631,11407,11224,5321,2814,2507,25554,13020,12534,630,326,304,462,249,213,5,2,3,455,246,209,458,5,451,1220,325,147,178,1531,765,675,212,287,257,284,3610,1226,2306,187,664,141,750,365,22739,397,191,206,98,52,46,82,42,40,1064,511,553,1333,674,659,59,25,34,449,310,139,497,317,180,1127,683,444,2255,1200,1055,720,320,400,6076,3032,3044,10549,5399,5150,10.27,10.15,10.4,14264,5819,8445,8962,6080,2882,13927,5701,8226,337,118,219,8153,19858,7077,3920,56,368,8003,26,339,314,7821,12247,3189,21758,2250,46,3944,7361,2596,4765,28027,9346,18681,8402,7361,8339,7298,7332,7361,868,173,28027,3.81,0.92,7187,144,2053,5278,424,950,5957,7329,3,7299,7050,32,6602,1881,7278,29,7313,18,7280,1,7295,3892,19,6724,5719,3880,3029,957,1970,5757,7020,3292,4626,6572,4898,2118,1296,960,137,274,2097,36,8
9,Ciudad de México,11,Tláhuac,24,San Nicolás Tetelco," 98°58'21.811"" W","19°13'03.310"" N",2242,4919,2589,2330,189,101,88,4730,2488,2242,4588,2415,2173,3976,2114,1862,3718,1963,1755,3451,1819,1632,218,107,111,536,267,269,603,334,269,258,151,107,267,144,123,531,286,245,1383,531,279,252,90,1201,3398,320,331,174,157,442,203,239,428,249,179,419,230,189,379,200,179,414,218,196,389,210,179,377,204,173,337,163,174,304,158,146,300,158,142,268,143,125,211,110,101,124,68,56,79,35,44,52,31,21,32,16,16,33,19,14,1.87,4061,2129,1932,852,456,396,4464,2339,2125,121,74,47,58,30,28,1,1,0,57,29,28,58,1,57,185,22,10,12,247,120,114,32,55,38,46,345,113,206,21,72,16,67,48,4302,72,40,32,17,7,10,11,7,4,208,119,89,200,109,91,7,3,4,56,29,27,84,44,40,180,102,78,379,219,160,131,61,70,1037,535,502,1757,919,838,10.33,10.29,10.38,2439,993,1446,1530,1118,412,2405,982,1423,34,11,23,1127,3791,1122,898,28,40,1644,5,63,24,1316,2170,490,3849,499,6,563,1290,409,881,4919,1498,3421,1474,1290,1458,1274,1287,1290,146,38,4919,3.81,0.94,1262,25,425,862,99,185,1003,1282,5,1276,1173,11,1023,206,1264,12,1285,2,1271,0,1273,670,6,1136,943,593,557,151,619,1071,1222,540,689,1162,743,300,175,117,28,60,461,9,5
9,Ciudad de México,11,Tláhuac,26,Santa Catarina Yecahuitzotl," 98°58'06.883"" W","19°18'32.261"" N",2263,11644,5900,5744,416,191,225,11220,5705,5515,10882,5535,5347,9571,4887,4684,8926,4574,4352,8295,4286,4009,522,265,257,1127,553,574,1404,671,733,645,313,332,631,288,343,1430,707,723,3217,1277,677,600,97.36,2710,8081,845,754,361,393,940,486,454,1016,475,541,1044,499,545,1017,496,521,907,459,448,883,470,413,799,401,398,899,481,418,814,411,403,718,395,323,568,285,283,432,234,198,324,164,160,189,97,92,143,80,63,91,44,47,98,58,40,1.87,8984,4519,4465,2620,1362,1258,10416,5298,5118,457,231,226,163,85,78,1,0,1,161,84,77,161,1,159,433,107,52,55,539,247,234,89,133,113,98,1308,417,859,78,284,49,252,124,9727,142,66,76,38,17,21,31,13,18,494,233,261,556,277,279,24,10,14,152,86,66,208,115,93,431,249,182,1028,567,461,287,127,160,2513,1260,1253,4150,2097,2053,10.2,10.12,10.29,5739,2251,3488,3822,2631,1191,5660,2234,3426,79,17,62,3469,8167,3223,1012,34,38,3503,28,95,282,3197,5071,1303,9322,749,21,1538,3085,988,2097,11602,3358,8244,3610,3087,3603,3080,3080,3085,468,55,11602,3.76,0.94,2962,116,1025,2053,165,506,2407,3075,3,3054,2445,24,2783,1620,3056,13,3067,11,3043,0,3060,1667,8,2804,2386,1516,1319,261,1399,2308,2949,1327,1791,2745,1971,1224,456,390,73,126,965,14,7
9,Ciudad de México,11,Tláhuac,69,San Miguel," 98°57'30.448"" W","19°13'16.351"" N",2236,221,108,113,11,7,4,210,101,109,204,100,104,184,86,98,167,83,84,159,81,78,6,1,5,20,14,6,31,13,18,17,3,14,8,2,6,33,19,14,61,12,8,4,104.63,54,163,4,17,8,9,11,6,5,26,11,15,12,5,7,29,16,13,24,11,13,17,5,12,14,8,6,13,6,7,15,10,5,19,8,11,12,6,6,8,4,4,1,1,0,0,0,0,0,0,0,2,2,0,1,1,0,1.86,189,88,101,31,19,12,200,98,102,4,2,2,2,1,1,0,0,0,2,1,1,2,0,2,4,1,0,1,18,6,7,3,4,1,2,16,6,8,3,2,0,1,7,184,3,0,3,0,0,0,1,0,1,6,2,4,17,9,8,0,0,0,7,4,3,6,4,2,7,3,4,19,12,7,4,2,2,54,30,24,72,31,41,10.09,9.72,10.45,119,43,76,65,43,22,118,42,76,1,1,0,61,160,57,25,0,0,72,0,0,6,67,104,13,170,34,0,13,53,9,44,221,27,194,57,53,57,53,53,53,3,1,221,4.17,1.12,52,1,14,39,3,8,42,53,0,53,53,0,26,5,52,1,53,0,53,0,53,27,1,38,36,15,18,13,36,44,49,18,17,46,18,15,2,5,3,5,27,1,1
9,Ciudad de México,11,Tláhuac,71,Tabla los Pozos," 98°59'12.251"" W","19°16'54.374"" N",2230,301,143,158,10,7,3,291,136,155,279,131,148,244,120,124,226,112,114,200,98,102,19,6,13,28,10,18,37,15,22,18,8,10,26,14,12,34,15,19,90,14,6,8,110.49,75,217,9,22,12,10,25,7,18,28,12,16,34,18,16,26,11,15,32,19,13,23,10,13,25,13,12,26,12,14,18,7,11,14,8,6,14,8,6,5,2,3,5,2,3,2,1,1,1,1,0,1,0,1,0,0,0,1.97,223,102,121,75,40,35,266,124,142,13,7,6,13,7,6,1,1,0,12,6,6,13,1,12,40,10,3,7,14,5,8,1,3,1,2,31,2,28,2,5,1,1,4,254,5,0,5,0,0,0,0,0,0,23,13,10,8,4,4,0,0,0,16,10,6,19,11,8,13,8,5,29,18,11,17,7,10,81,38,43,55,22,33,8.23,7.79,8.67,157,56,101,87,64,23,153,55,98,4,1,3,131,170,46,4,0,6,113,0,0,2,81,138,25,216,48,0,37,70,16,54,301,62,239,85,70,84,69,70,70,12,3,301,4.3,1.48,54,16,27,43,7,22,41,70,0,25,10,45,44,7,63,6,54,16,21,0,52,34,1,40,38,15,28,14,45,56,57,13,16,62,22,22,8,7,3,8,44,2,2
